Column1.id_project,Column1.project,Column1.data.id_address,Column1.data.address_identifier,Column1.data.date,Column1.data.energy,Column1.data.injec,Column1.data.reactive_in,Column1.data.reactive_cap,Column1.data.reactive_ex,Column1.data.ia,Column1.data.ib,Column1.data.ic,Column1.data.va,Column1.data.vb,Column1.data.vc,Column1.data.freq
1446,TCC SAS - PRINCIPAL IBAGUE,1450,TS-M9 - Principal,2022-07-06T09:00:00,3.216,0,0.4,0,0,0,0,0,0,0,0,0
1446,TCC SAS - PRINCIPAL IBAGUE,1450,TS-M9 - Principal,2022-07-06T10:00:00,3.536,0,0.8,0,0,0,0,0,0,0,0,0
1446,TCC SAS - PRINCIPAL IBAGUE,1450,TS-M9 - Principal,2022-07-06T11:00:00,3.684,0,0.8,0,0,0,0,0,0,0,0,0
1446,TCC SAS - PRINCIPAL IBAGUE,1450,TS-M9 - Principal,2022-07-06T12:00:00,4.58,0,0.8,0,0,0,0,0,0,0,0,0
1446,TCC SAS - PRINCIPAL IBAGUE,1450,TS-M9 - Principal,2022-07-06T13:00:00,4.18,0,0.8,0,0,0,0,0,0,0,0,0
1446,TCC SAS - PRINCIPAL IBAGUE,1450,TS-M9 - Principal,2022-07-06T14:00:00,3.308,0,0.8,0,0,0,0,0,0,0,0,0
1446,TCC SAS - PRINCIPAL IBAGUE,1450,TS-M9 - Principal,2022-07-06T15:00:00,3.396,0,0.4,0,0,0,0,0,0,0,0,0
1446,TCC SAS - PRINCIPAL IBAGUE,1450,TS-M9 - Principal,2022-07-06T16:00:00,2.14,0,0.4,0,0,0,0,0,0,0,0,0
1446,TCC SAS - PRINCIPAL IBAGUE,1450,TS-M9 - Principal,2022-07-06T17:00:00,2.432,0,0.4,0,0,0,0,0,0,0,0,0
1446,TCC SAS - PRINCIPAL IBAGUE,1450,TS-M9 - Principal,2022-07-06T18:00:00,2.264,0,0,0,0,0,0,0,0,0,0,0
1446,TCC SAS - PRINCIPAL IBAGUE,1450,TS-M9 - Principal,2022-07-06T19:00:00,2.936,0,0.4,0,0,0,0,0,0,0,0,0
1446,TCC SAS - PRINCIPAL IBAGUE,1450,TS-M9 - Principal,2022-07-06T20:00:00,3.004,0,0,0,0,0,0,0,0,0,0,0
1446,TCC SAS - PRINCIPAL IBAGUE,1450,TS-M9 - Principal,2022-07-06T21:00:00,2.252,0,0.4,0,0,0,0,0,0,0,0,0
1446,TCC SAS - PRINCIPAL IBAGUE,1450,TS-M9 - Principal,2022-07-06T22:00:00,1.848,0,0,0,0,0,0,0,0,0,0,0
1446,TCC SAS - PRINCIPAL IBAGUE,1450,TS-M9 - Principal,2022-07-06T23:00:00,1.912,0,0,0,0,0,0,0,0,0,0,0
1446,TCC SAS - PRINCIPAL IBAGUE,1450,TS-M9 - Principal,2022-07-07T00:00:00,1.816,0,0.4,0,0,0,0,0,0,0,0,0
1446,TCC SAS - PRINCIPAL IBAGUE,1450,TS-M9 - Principal,2022-07-07T01:00:00,1.784,0,0,0,0,0,0,0,0,0,0,0
1446,TCC SAS - PRINCIPAL IBAGUE,1450,TS-M9 - Principal,2022-07-07T02:00:00,1.752,0,0,0,0,0,0,0,0,0,0,0
1446,TCC SAS - PRINCIPAL IBAGUE,1450,TS-M9 - Principal,2022-07-07T03:00:00,2.072,0,0,0,0,0,0,0,0,0,0,0
1446,TCC SAS - PRINCIPAL IBAGUE,1450,TS-M9 - Principal,2022-07-07T04:00:00,1.956,0,0.4,0,0,0,0,0,0,0,0,0
1446,TCC SAS - PRINCIPAL IBAGUE,1450,TS-M9 - Principal,2022-07-07T05:00:00,2.112,0,0,0,0,0,0,0,0,0,0,0
